chr,pos,p_dom,beta_dom
1,779611,0.2921275487547546,0.7744306287071198
1,779623,,
1,779630,,
1,779668,0.2921275487547546,0.7744306287071198
1,779674,,
1,779713,,
1,779732,,
1,779827,,
1,779857,0.6988080568423185,0.2922962905214303
1,779862,0.251101696603653,0.8697961517727307
1,779894,0.6988080568423185,0.2922962905214303
1,933149,0.2376275957571533,0.856276020598844
1,933221,0.2376275957571533,0.856276020598844
1,933243,0.2376275957571533,0.856276020598844
1,933255,0.2376275957571533,0.856276020598844
1,943916,0.2220651128237542,10.54509633964911
1,943950,0.2220651128237542,10.54509633964911
1,945317,0.2279512447842178,11.518679831453236
1,945443,0.2220651128237542,10.54509633964911
1,1019219,0.5682998728289328,-0.4344872998116452
1,1019296,0.2279512447842178,11.518679831453236
1,1019316,0.2476983436812592,0.8470433736918582
1,1019616,0.5415663806742455,-0.4714182674433029
1,1020871,0.2279512447842178,11.518679831453236
1,1020890,0.2279512447842178,11.518679831453236
1,1020950,0.5147452521024133,-0.5008422905267634
1,1021411,0.1516484793271886,1.061239370266552
1,1021583,0.1725232838852612,1.0148696216188269
1,1021610,0.1769467187683339,10.384729640316111
1,1021646,0.5942541007159245,-0.3825088516193418
1,1042461,0.1165543757952705,0.9962591683533176
1,1046076,0.2394817852012379,0.7842717675496917
1,1046094,0.2394817852012379,0.7842717675496917
1,1046155,0.0856409525424181,1.2196931732011491
1,1046192,0.0856409525424181,1.2196931732011491
1,1046204,0.1610632189751203,0.964562661067279
1,1059690,0.2481448660244564,0.8605804609211744
1,1059692,0.3603929623775007,0.6735625891935856
1,1059704,0.2474830844020971,0.8622828147094886
1,1059711,0.2474830844020971,0.8622828147094886
1,1066269,0.1657941164358265,1.0104701580247828
1,1066292,0.2211583324631544,0.8913156674721142
1,1206562,,
1,1206600,0.5448340268910344,-1.6734917620986651
1,1206609,0.5448340268910344,-1.6734917620986651
1,1206652,0.2367368190524783,-2.991544033799146
1,1206671,0.2106701255492764,-2.9172864797775584
1,1206679,0.5448340268910344,-1.6734917620986651
1,1206877,0.1632536289450805,-3.550565460627188
1,1206924,,
1,1366710,0.4559165723084634,6.291752459275834
1,1366728,0.4559165723084634,6.291752459275834
1,1366749,0.505419558835953,5.974142418717371
1,1366754,0.505419558835953,5.974142418717371
1,1366766,0.505419558835953,5.974142418717371
1,1366773,0.4559165723084634,6.291752459275834
1,1366776,0.4559165723084634,6.291752459275834
1,1366779,0.4559165723084634,6.291752459275834
1,1366785,0.4559165723084634,6.291752459275834
1,1371175,0.3491552875590032,9.44087966217865
1,1371181,0.3491552875590032,9.44087966217865
1,1371186,0.3491552875590032,9.44087966217865
1,1371204,0.3491552875590032,9.44087966217865
1,1403813,0.0699827345651541,1.376952468644146
1,1470396,,
1,1470530,,
1,1470531,,
1,1470540,,
1,1692415,0.8227767923628271,2.446770183671484
1,1692477,0.6667279701594829,-0.4085762817929526
1,1692562,0.4240989580754541,-0.7021026033176679
1,1726882,0.4511896651486727,0.5536560624252999
1,1726901,0.5617794615188646,0.5967464078006345
1,1726937,0.4627788000646697,0.5192393605152831
1,1726957,0.5617794615188646,0.5967464078006345
1,1726958,0.5617794615188646,0.5967464078006345
1,1726961,0.5617794615188646,0.5967464078006345
1,1726967,0.5617794615188646,0.5967464078006345
1,1726972,0.5617794615188646,0.5967464078006345
1,1726973,0.5617794615188646,0.5967464078006345
1,1726980,0.5617794615188646,0.5967464078006345
1,1726985,0.126797979932898,1.1667601177670484
1,1726988,0.7464166007866557,0.2321749738399335
1,1727048,0.8143945398927062,0.1756897850092387
1,1727522,0.3941281361866595,0.632773292069319
1,1788879,0.3586609439379277,0.7326525131628893
1,1788927,0.3270128052887598,0.6772575569652686
1,1788935,0.7721224560738406,4.422554550142896
1,1788949,0.3586609439379277,0.7326525131628893
1,1789079,0.4466326293269942,-3.967738606072452
1,1789089,0.8870053768644185,-3.295408219816655
1,1789123,0.4521823726498608,-3.814610403644082
1,1827866,0.0754530950113011,1.5285390047578946
1,1843848,0.5859131152654319,0.4126348658354153
1,1843909,0.5859131152654319,0.4126348658354153
1,1843969,0.5854649152863814,0.4129934428824789
1,1843971,0.5859131152654319,0.4126348658354153
1,1844374,0.3944265182986149,0.6272516950462143
1,1844458,0.3867096555979481,0.6402803008457553
1,1844476,0.3867096555979481,0.6402803008457553
1,1844477,0.139120304698585,1.1829947820266442
1,1883131,0.1399457052412035,1.0358788450058456
1,1883166,0.9979760614033724,0.0982876329449235
1,1883183,0.1871798277794504,1.0690129684338998
1,1883211,0.1399457052412035,1.0358788450058456
1,1883224,0.0740393647254585,2.084312110531882
1,1883237,0.5295114384781907,-0.3840863648964206
1,1883368,0.1513795284203739,1.4314386874319
1,1883404,0.0740393647254585,2.084312110531882
1,1883469,,
1,2047765,,
1,2054972,,
1,2054975,,
1,2055091,,
1,2055328,,
1,2055470,,
1,2055519,,
1,2055545,,
1,2056738,0.5746595832894138,0.535324642175252
1,2056751,0.5746595832894138,0.535324642175252
1,2056776,0.5746595832894138,0.535324642175252
1,2056795,0.5746595832894138,0.535324642175252
1,2056812,0.4965459026836367,0.7639169371622799
1,2056820,0.5746595832894138,0.535324642175252
1,2056940,0.2380921984718687,19.54739742310577
1,2061657,0.4905795450200608,0.7740351432600019
1,2061680,0.5376697629047802,0.8043496495048416
1,2063378,0.4886397850699043,0.7772890929919445
1,2063390,0.4886397850699043,0.7772890929919445
1,2063402,0.5639654263327628,0.5498016305528002
1,2063456,0.4886397850699043,0.7772890929919445
1,2063486,0.4886397850699043,0.7772890929919445
1,2086031,0.255665027230247,-0.8573520132458315
1,2086036,0.255665027230247,-0.8573520132458315
1,2086094,0.255665027230247,-0.8573520132458315
1,2086207,0.2490069451987714,-0.8642866995498792
1,2086234,0.2490069451987714,-0.8642866995498792
1,2238628,0.7912832344960985,-9.978973607658489
1,2238710,0.6414253994734265,-0.278095700246246
1,2238724,0.9603876148648514,-0.0294866597322161
1,2743342,0.7044597075121878,-0.3459001081223593
1,2743351,0.7028233385552493,-0.3382959785499377
1,2743365,0.7044597075121878,-0.3459001081223593
1,2743446,0.7044597075121878,-0.3459001081223593
1,2743472,0.7028233385552493,-0.3382959785499377
1,2743496,0.7044597075121878,-0.3459001081223593
1,2743528,0.7028233385552493,-0.3382959785499377
1,2743706,0.8913687819531474,0.1190103230295268
1,2743908,0.7102308740924196,-0.3293545921288168
1,2876144,0.8322920098762842,5.435611876412092
1,2876177,0.9905456604481844,-0.0457869832715304
1,2876185,,
1,2876189,,
1,2876217,,
1,2876277,0.7273639346591064,11.839882579048568
1,2878726,0.1660395274522471,-1.1440475853298788
1,2878861,0.1660395274522471,-1.1440475853298788
1,2878876,0.4324837191091102,-0.695541384381697
1,2878891,0.4324837191091102,-0.695541384381697
1,2878954,0.1660395274522471,-1.1440475853298788
1,2910329,0.3526953621042602,-0.6439781435587769
1,2910347,0.3526953621042602,-0.6439781435587769
1,2910402,0.6744396243848341,0.3622267773398768
1,3024249,0.3089428084133123,-0.6777790598233632
1,3031506,0.5469466234763921,28.609172933543807
1,3031587,0.7612010789204873,-0.2109334599321113
1,3031607,0.7777879733458392,-0.1981946468003808
1,3031676,0.5623739676135306,11.799739743222554
1,3031692,0.4544023386919568,-0.5118791956066205
1,3031768,0.1142989736628882,13.891689665975052
1,3031777,0.9001553818637269,-0.089505621590404
1,3031778,0.7777879733458392,-0.1981946468003808
1,3031830,0.1142989736628882,13.891689665975052
1,3031943,0.7777879733458392,-0.1981946468003808
1,3031959,0.9229605818995998,-0.0690185222146302
1,3032030,0.7710109905426412,0.2042361320989673
1,3104468,0.7776121752250179,0.2032912987898063
1,3104474,0.2521704503442675,42.543388015027766
1,3104481,0.2521704503442675,42.543388015027766
1,3104491,0.2521704503442675,42.543388015027766
1,3104495,0.2521704503442675,42.543388015027766
1,3104516,0.5966188310866448,0.3774295197634831
1,3104552,0.2521704503442675,42.543388015027766
1,3104869,0.5107295710310951,0.4567004442117093
1,3104873,0.7776121752250179,0.2032912987898063
1,3104886,0.7776121752250179,0.2032912987898063
1,3887314,0.2577366830852953,-4.657629368271754
1,3934378,0.6414251652002418,0.3538642518337963
1,3934428,0.5180474290508105,0.4727261563679732
1,3934437,0.5180474290508105,0.4727261563679732
1,3934620,0.5180474290508105,0.4727261563679732
1,3934626,0.6414251652002418,0.3538642518337963
1,3934627,0.6922568146354913,0.3198447389397673
1,3934648,0.5869207519410113,0.4249400731799417
1,4349216,0.29356876172985,0.7733180095322518
1,4349218,0.3381896033999528,1.115854721816186
1,4349256,0.3378957788683187,1.116389481447006
1,4349258,0.29356876172985,0.7733180095322518
1,4349302,0.2616675803280804,0.8359276138688871
1,4349317,0.2616675803280804,0.8359276138688871
1,4349384,0.2616675803280804,0.8359276138688871
1,4349400,0.29356876172985,0.7733180095322518
1,4349416,0.2250649159572232,14.727079512310295
1,4349539,0.2250649159572232,14.727079512310295
1,4349560,0.29356876172985,0.7733180095322518
1,4349619,0.29356876172985,0.7733180095322518
1,4349729,0.29356876172985,0.7733180095322518
1,4349773,0.3381896033999528,1.115854721816186
1,4349790,0.3911709080240888,0.6345398741434769
1,4349840,0.8185528640628211,-0.3296557475647953
1,4349845,0.1789268755657934,-1.0091537432508688
1,4365652,0.143457464460122,-1.0752052706876474
1,4365666,0.143457464460122,-1.0752052706876474
1,4365684,0.1714774583229288,-1.7975651312928458
1,4365722,0.1714774583229288,-1.7975651312928458
1,4365744,0.143457464460122,-1.0752052706876474
1,4365766,,
1,4365773,0.2250649159572232,14.727079512310295
1,4403274,0.3559265430511076,-3.0218747153062546
1,4421520,0.2933740336695735,-4.230276257530063
1,4422024,,
1,4775802,0.4708773962213476,-6.2664348944721855
1,4775838,0.5270121705457015,-3.8182334346944735
1,4775873,0.2089521955076647,-5.338878007119077
1,4775881,0.5395906738125165,-3.843772421134212
1,4776189,0.5199418899894652,-4.046062635841452
1,4776231,0.9281813755082062,0.5163216233717118
1,4776245,0.7942968985562009,-0.240594009827284
1,4776447,0.1168696321712964,17.4088433789038
1,4776546,0.3345812751771088,6.419445586559868
1,4777800,0.6498367431228611,-3.604128712158474
1,4777802,0.5519401906201508,-4.978662542836822
1,5104774,0.5748159999829071,5.236847049441907
1,5104818,0.5748159999829071,5.236847049441907
1,5104822,0.2297969230670219,-0.8252773395997999
1,5104837,0.3644459901480406,-0.9024904354879724
1,5104846,0.272014528289686,-1.1730676249376495
1,5104854,0.5139798229848531,-4.921541654505579
1,5104865,0.277974067951144,-1.1593463467530278
1,5104866,0.272014528289686,-1.1730676249376495
1,5104895,0.5748159999829071,5.236847049441907
1,5104900,0.365929930712959,-0.8996707711362352
1,5116426,0.8777035366247428,-0.1006287614743627
1,5116443,0.9408816237472108,-0.0518176061346978
1,5116444,0.7754427943850175,-0.1999606688697566
1,5116476,0.8777035366247428,-0.1006287614743627
1,5575101,0.2538802058825111,7.9745844599002655
1,5575237,0.250997054252299,8.475157458875456
1,5575251,0.250997054252299,8.475157458875456
1,5575297,0.250997054252299,8.475157458875456
1,5575347,0.250997054252299,8.475157458875456
1,5575407,0.4359519518710427,7.683311448685825
1,5575412,0.0874972353690637,9.983473860003524
1,5575505,0.0874972353690637,9.983473860003524
1,5575531,0.0874972353690637,9.983473860003524
1,5609483,0.4723127738601818,-0.5665681490515583
1,5609689,0.4723127738601818,-0.5665681490515583
1,5609835,0.3281039384049373,-0.7901321671968939
1,5610104,0.2548653879830725,-0.9657771799344546
1,5610194,0.3281039384049373,-0.7901321671968939
1,5614006,0.8299242771997326,0.1796079163403672
1,5614215,0.8831143175494356,-0.9333775778572568
1,5614277,0.2045334827187972,-1.124025808053652
1,5614415,0.2148759299118154,10.251521989694842
1,5614539,0.2148759299118154,10.251521989694842
1,5614558,0.2148759299118154,10.251521989694842
1,5616386,0.3597447619543085,3.3439753322230072
1,5616500,0.1574507751670965,-1.170448124630291
1,5699367,0.677564083300808,-0.5787265153867778
1,5699370,0.677564083300808,-0.5787265153867778
1,5699373,0.183642212769765,2.554967545347706
1,5699403,0.677564083300808,-0.5787265153867778
1,5699457,0.330267490971914,1.8817057239824664
1,5699460,0.677564083300808,-0.5787265153867778
1,5699773,0.756135263645454,0.585915307654721
1,5699778,,
1,5699803,0.207396105298603,2.446635660384325
1,5699832,0.7452094089451466,0.649835423933763
1,5701020,0.9699808268722494,-0.0469246255059676
1,5711560,0.9215816312473188,-1.2329954331804804
1,5711562,0.9215816312473188,-1.2329954331804804
1,5711596,0.2121845735642963,2.4032496125469587
1,5711683,0.9215816312473188,-1.2329954331804804
1,5711736,0.5738258535870311,0.9805783950144562
1,5711756,0.9215816312473188,-1.2329954331804804
1,5799188,0.5454090948621958,-0.4269461663463806
1,5799249,0.2148759299118154,10.251521989694842
1,5799291,0.2148759299118154,10.251521989694842
1,5799335,0.2148759299118154,10.251521989694842
1,5799369,0.5454090948621958,-0.4269461663463806
1,5799399,0.5454090948621958,-0.4269461663463806
1,5799405,0.6315275866752069,-0.4456849261934573
1,5799419,0.2073961052986027,-1.2233178301921634
1,6156843,0.1912376477808298,22.69887007456591
1,6156864,0.6495877931695065,-0.4452102145820334
1,6156867,0.1912376477808298,22.69887007456591
1,6156873,0.1912376477808298,22.69887007456591
1,6156909,0.9415826762759796,-0.0723120679437264
1,6156928,0.8622610697259279,-0.127128781832173
1,6156941,0.8622610697259279,-0.127128781832173
1,6156965,0.1912376477808298,22.69887007456591
1,6156971,0.1912376477808298,22.69887007456591
1,6156979,0.7435829664717452,-0.3301075244496139
1,6157081,0.1912376477808298,22.69887007456591
1,6633527,0.2073961052986027,-1.2233178301921634
1,7081895,,
1,7081901,,
1,7083883,0.9155596865693072,0.0728383389047829
1,7083892,0.9155596865693072,0.0728383389047829
1,7083965,0.6138297866794091,0.355621555359832
1,7084076,0.2578002268878684,-1.1044879409581794
1,7084098,0.2745708830098446,8.351449853903375
1,7084166,0.2578002268878684,-1.1044879409581794
1,7084206,0.2073961052986027,-1.2233178301921634
1,7084236,0.2073961052986027,-1.2233178301921634
1,7084260,,
1,7084287,0.3422481109465541,-0.8399936365845303
1,7298799,0.2745708830098446,8.351449853903375
1,7298910,0.1623487324582103,-1.313569128556477
1,7298943,0.8249243771851964,0.1512087794408761
1,7309177,0.3280396587207395,6.461895551809921
1,7309190,0.4906274462065963,-68.42535373277269
1,7309833,0.8646701832502174,-0.1199083763749937
1,7309866,0.3242738487657798,-0.9807924616364732
1,7309903,0.6596289351407946,3.022971434379063
1,7309919,0.9944501591506028,-0.196424595208379
1,7332528,0.2073961052986027,-1.2233178301921634
1,7332609,0.2073961052986027,-1.2233178301921634
1,7886532,0.3297343689917698,98.71296626752336
1,7886550,0.2193031884353499,10.11068524058292
1,7886557,0.2193031884353499,10.11068524058292
1,7886583,0.2193031884353499,10.11068524058292
1,7886592,0.2209318925359653,-1.1737975647273466
1,7886596,0.2209318925359653,-1.1737975647273466
1,7886597,0.8249243771851964,0.1512087794408761
1,7886612,0.2209318925359653,-1.1737975647273466
1,7886618,0.2209318925359653,-1.1737975647273466
1,7886629,0.2133331214534559,4.990098571029793
1,7886804,0.2209318925359653,-1.1737975647273466
1,8012148,0.2904401598094119,-0.9622565448012556
1,8012157,0.7055260482350504,-0.2722890767717554
1,8012175,0.9078786469174462,0.855912125294504
1,8113416,0.185317197088984,-1.3055450160136537
1,8113500,0.2073961052986027,-1.2233178301921634
1,8113507,0.7485011160103594,-0.3234780436955302
1,8113552,0.2073961052986027,-1.2233178301921634
1,8313800,0.9069801656161876,-0.1302698826509646
1,8314362,0.4166181200664509,-0.6562698332521688
1,8314641,,
1,8314701,0.3637468612873605,-0.8854602490459813
1,8314738,0.4166181200664509,-0.6562698332521688
1,8314739,0.4166181200664509,-0.6562698332521688
1,8315779,,
1,8315828,0.2073961052986027,-1.2233178301921634
1,8315867,0.2073961052986027,-1.2233178301921634
1,8315870,,
1,8316284,0.0956882092667018,-1.4153229621628416
1,8316293,,
1,8382249,0.2406526850523964,-1.1355098721175385
1,8382321,0.4601485008928077,-0.6081532959537288
1,8382381,0.2406526850523964,-1.1355098721175385
1,8434720,0.2073961052986027,-1.2233178301921634
1,8434765,0.2073961052986027,-1.2233178301921634
1,8434775,0.2073961052986027,-1.2233178301921634
1,8434816,0.2073961052986027,-1.2233178301921634
1,8436879,0.2073961052986027,-1.2233178301921634
1,8437042,0.2073961052986027,-1.2233178301921634
1,8437060,0.2073961052986027,-1.2233178301921634
1,8437111,0.1093019623127755,-1.4994102181321984
1,8437132,0.1081832931978043,-1.4212279447453011
1,8437180,0.1081832931978043,-1.4212279447453011
1,8528194,,
1,8528195,0.2073961052986027,-1.2233178301921634
1,8528232,,
1,8738824,,
1,8738837,0.669540928410608,-0.3283830433261859
1,8738842,0.6191974264463866,-11.461386181447788
1,8738843,,
1,8738861,0.367782653218314,8.447380214681615
1,8738869,0.5619484489958254,-0.5800921949610779
1,8738889,0.669540928410608,-0.3283830433261859
1,8738902,,
1,8739053,0.820851587350127,-0.1725665517043525
1,8739054,0.1470579519189661,-1.3648889370699373
1,8739076,0.0921747138546826,-1.5834461171551275
1,8739098,0.0921747138546826,-1.5834461171551275
1,8739106,0.0921747138546826,-1.5834461171551275
1,8739244,0.2490828979354058,-1.1457087257118588
1,8739257,,
1,8739284,0.669540928410608,-0.3283830433261859
1,8739288,0.669540928410608,-0.3283830433261859
1,8739310,0.669540928410608,-0.3283830433261859
1,8739313,0.2073961052986027,-1.2233178301921634
1,8739401,0.2490828979354058,-1.1457087257118588
1,8739453,0.669540928410608,-0.3283830433261859
1,8742103,0.2073961052986027,-1.2233178301921634
1,8744691,0.2073961052986027,-1.2233178301921634
1,8744750,0.2073961052986027,-1.2233178301921634
1,8746177,0.2073961052986027,-1.2233178301921634
1,8746246,0.2073961052986027,-1.2233178301921634
1,8746266,0.2073961052986027,-1.2233178301921634
1,8746299,0.2073961052986027,-1.2233178301921634
1,8746356,0.2073961052986027,-1.2233178301921634
1,8746383,0.2073961052986027,-1.2233178301921634
1,8746413,0.2073961052986027,-1.2233178301921634
1,8746434,0.2073961052986027,-1.2233178301921634
1,8747127,0.731969270058759,-0.3454476326798231
1,8747828,0.2014536746971649,-1.2605080580211
1,8747832,0.202846317061656,-1.258272810385809
1,8747845,0.202846317061656,-1.258272810385809
1,8747850,0.202846317061656,-1.258272810385809
1,8747868,0.202846317061656,-1.258272810385809
1,8747869,0.202846317061656,-1.258272810385809
1,8747874,0.202846317061656,-1.258272810385809
1,8750336,0.2073961052986027,-1.2233178301921634
1,8750639,0.2073961052986027,-1.2233178301921634
1,8750645,0.2073961052986027,-1.2233178301921634
1,8750723,0.2073961052986027,-1.2233178301921634
1,8750810,0.2073961052986027,-1.2233178301921634
1,8750987,0.2809332075820979,-1.0282921064142347
1,8751036,0.2809332075820979,-1.0282921064142347
1,8751455,0.1863624345693797,-1.2774230933316535
1,8751458,0.2809332075820979,-1.0282921064142347
1,8751477,0.2809332075820979,-1.0282921064142347
1,8751496,0.2809332075820979,-1.0282921064142347
1,8751539,0.1574822143089439,-1.3355637800372038
1,8751548,0.3293261071658314,-0.9663411487737366
1,8755855,0.2073961052986027,-1.2233178301921634
1,8755879,0.2073961052986027,-1.2233178301921634
1,8755927,0.2073961052986027,-1.2233178301921634
1,8777814,0.2073961052986027,-1.2233178301921634
1,8777863,,
1,8777865,0.2073961052986027,-1.2233178301921634
1,8777875,0.2073961052986027,-1.2233178301921634
1,8777917,0.2073961052986027,-1.2233178301921634
1,8832952,0.647190175095129,-0.5444446304739793
1,8832998,,
1,8833004,0.5314354984948426,-0.6849086856467558
1,8833007,0.2073961052986027,-1.2233178301921634
1,8833047,0.2073961052986027,-1.2233178301921634
1,8837768,0.2073961052986027,-1.2233178301921634
1,8837958,0.2073961052986027,-1.2233178301921634
1,8838092,0.2073961052986027,-1.2233178301921634
1,8838149,0.2073961052986027,-1.2233178301921634
1,8838189,0.2073961052986027,-1.2233178301921634
1,8838229,0.2073961052986027,-1.2233178301921634
1,9081448,0.8095222223787655,0.4891649514263742
1,9082776,,
1,9083179,,
1,9083578,,
1,9084315,0.7829595304748035,11.704477207319052
1,9084317,0.2957859011855663,-1.5761129348689231
1,9084429,0.7679676888654711,-0.230920386168201
1,9228018,0.6318164208776316,-0.3316435951807104
1,9228024,0.5768462469550926,-0.468880493336331
1,9228051,0.303915697314953,-2.236155505360089
1,9418405,0.669540928410608,-0.3283830433261859
1,9418447,0.669540928410608,-0.3283830433261859
1,9418457,0.669540928410608,-0.3283830433261859
1,9418465,0.669540928410608,-0.3283830433261859
1,9878094,0.2073961052986027,-1.2233178301921634
1,9878317,0.2073961052986027,-1.2233178301921634
1,9878322,0.2073961052986027,-1.2233178301921634
1,9878360,0.2073961052986027,-1.2233178301921634
1,9878362,0.2073961052986027,-1.2233178301921634
1,9993083,0.6077481402685313,-0.4154564979433559
1,9993084,0.5670780190895346,-0.4675411787555841
1,9993113,0.7685730602662378,-4.551193248084525
1,9993161,0.7685730602662378,-4.551193248084525
1,9993172,0.7685730602662378,-4.551193248084525
1,10043338,0.6129102865795981,-0.3874878876074037
1,10043374,0.6129102865795981,-0.3874878876074037
1,10109027,0.6311505717297533,-0.3819897861722187
1,10109037,0.6311505717297533,-0.3819897861722187
1,10109265,0.6311505717297533,-0.3819897861722187
1,10109286,0.6311505717297533,-0.3819897861722187
1,10109296,0.6311505717297533,-0.3819897861722187
1,10109412,0.6311505717297533,-0.3819897861722187
1,10109426,0.6311505717297533,-0.3819897861722187
1,10109439,0.6311505717297533,-0.3819897861722187
1,10109444,0.6311505717297533,-0.3819897861722187
1,10109485,0.6311505717297533,-0.3819897861722187
1,10365361,,
1,10365379,0.2378237967751866,-0.9856830026071548
1,10368040,0.6311505717297533,-0.3819897861722187
1,10368061,0.6311505717297533,-0.3819897861722187
1,10368067,0.6311505717297533,-0.3819897861722187
1,10421056,0.2514375110220642,10.766668094302206
1,10421067,0.2547727196690945,9.883773922023789
1,10421111,0.2514375110220642,10.766668094302206
1,10421139,0.2514375110220642,10.766668094302206
1,10716249,0.4097222597078678,-31.941998727118147
1,10717612,0.3932777935792067,-30.66828706015485
1,10717616,0.3932777935792067,-30.66828706015485
1,10717686,0.3938158028119226,-50.323314434160245
1,10717699,0.3938158028119226,-50.323314434160245
1,10720675,0.6437865558026743,-15.896296353936645
1,10720711,0.6103547294010935,-21.95017625495069
1,10720753,0.6103547294010935,-21.95017625495069
1,10720765,0.4097222597078678,-31.941998727118147
1,10720767,0.5754236782271749,-19.41682123471881
1,10720776,0.6437865558026743,-15.896296353936645
1,11871683,,
1,11871703,,
1,11871711,,
1,11871716,,
1,11871820,0.6311505717297533,-0.3819897861722187
1,11944195,0.5925012591425235,-24.030174026283067
1,11945842,0.6311505717297533,-0.3819897861722187
1,11967312,0.2378237967751866,-0.9856830026071548
1,11967595,0.4942536049021272,-0.538317691152845
1,11967652,0.4010791600558431,-0.6583305826518576
1,11968015,0.6810103325047465,-0.3107396836670039
1,11968054,0.6810103325047465,-0.3107396836670039
1,11987273,,
1,12320643,0.4097222597078678,-31.941998727118147
1,12333524,0.8136151269866811,-0.1955624901578483
1,12333530,0.8156383134586472,0.1805016228195752
1,12333759,0.3126040990043299,-1.0156740588690767
1,12333766,0.8657735079209321,-0.1463350252405219
1,12334303,,
1,12334678,,
1,12334690,,
1,12336092,0.766378902603866,-0.2544752435073032
1,12336176,0.4847482963298617,-0.6264220421035052
1,12380244,0.3126040990043299,-1.0156740588690767
1,12380320,0.3126040990043299,-1.0156740588690767
1,12380463,0.3126040990043299,-1.0156740588690767
1,12648656,0.3257323015125871,-0.9739869471376456
1,12650243,0.3126040990043299,-1.0156740588690767
1,12651206,0.6164748809109839,-0.4647545502389029
1,12651406,0.6164748809109839,-0.4647545502389029
1,12765559,0.2318547124064548,-1.158143077848234
1,12960636,0.3126040990043299,-1.0156740588690767
1,12960856,0.3126040990043299,-1.0156740588690767
1,13538246,0.3126040990043299,-1.0156740588690767
1,13772599,0.3126040990043299,-1.0156740588690767
1,14159847,0.240577714864703,-1.2383300521264589
1,14857243,0.6002199927582275,0.5528485094700766
1,15947029,,
1,15978475,0.560027972116087,-0.926117098232366
1,15978487,0.5658730800211339,-0.8315261472507098
1,15978511,0.5658730800211339,-0.8315261472507098
1,15978517,0.7686251414892461,-0.4319772015308913
1,15978600,0.8913531453885774,0.1155579049610807
1,15978601,0.1149386464513009,-45.61469608377362
1,15978632,0.8119212476060523,-0.3762370822350356
1,15978663,0.9184639072557154,-0.1705892380490044
1,16589278,0.31260409900433,2.031348117738154
1,16589329,0.7814268607819214,0.428847910611066
1,16629220,0.9779090482001525,-0.0288495537245528
1,16629651,0.9779090482001525,-0.0288495537245528
1,17865391,0.0333939081801527,-2.3561643387570173
1,17865621,0.3317373822894813,-0.9611955655633618
1,17978116,0.3126040990043299,-1.0156740588690767
1,17978283,0.3126040990043299,-1.0156740588690767
1,18084529,0.3100975195326507,-0.9532177887497754
1,18084588,0.3100975195326507,-0.9532177887497754
1,18084805,0.2361565714283874,-1.1584188135639508
1,18461792,0.7779335469309038,-0.2597449062789881
1,18834768,0.91136030277687,3.558165393768036
1,18834831,0.4153719019867104,-0.7700126793760274
1,18834869,0.1754006646615704,-1.321584459117304
1,18835211,0.2356444787508184,-1.1530758165227672
1,18835252,,
1,19545294,0.4460445391899609,-1.3525120155905126
1,19658694,0.2318873973069794,-1.3915939937201025
1,19658750,0.2318873973069794,-1.3915939937201025
1,19662509,0.3126040990043299,-1.0156740588690767
1,19687754,0.1955202965587613,-1.3730342540437257
1,19687803,0.3126040990043299,-1.0156740588690767
1,19780152,0.8614379181736329,-0.1377565377846757
1,19780165,0.9223651226186032,0.1583226757827298
